Income,Lot_Size,Ownership
-0.4015348844083068,1.2855026828692497,1
-0.34339408666592747,-0.17064194905344005,0
1.6915338343173447,-0.5346781070341109,1
0.4705770817273813,1.6495388408499205,1
-1.9422660245813557,0.011376129936896974,0
0.6013938766477346,-0.8987142650147834,1
0.5287178794697607,-0.5346781070341109,0
-0.6340980753778235,-0.17064194905344005,1
-1.4480692437711322,0.7394484458982402,0
-0.48874608102187544,-1.8088046599664636,0
-1.0701540584456675,-2.172840817947136,0
0.9647738625376047,0.9214665248885773,1
-0.19804209230997943,0.5574303669079048,1
0.09266189640191658,0.3754122879175694,0
0.3833658851138126,0.5574303669079048,1
1.793280230366508,0.19339420892723239,1
